block group ID,median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
2409, 69200.0, 2.2863, 5.0, 2353.0, 608.0, 2505.0, 573.0, 36.6, -119.44
2410, 72500.0, 2.0417, 34.0, 864.0, 184.0, 579.0, 171.0, 36.6, -119.44
2411, 73000.0, 2.5, 42.0, 510.0, 88.0, 247.0, 99.0, 36.6, -119.45
2412, 108300.0, 3.625, 13.0, 1348.0, 258.0, 719.0, 246.0, 36.61, -119.46
2413, 90500.0, 3.7917, 24.0, 1302.0, 232.0, 693.0, 243.0, 36.61, -119.45
2414, 91600.0, 3.9073, 17.0, 1531.0, 280.0, 775.0, 246.0, 36.61, -119.44
2415, 63300.0, 1.767, 15.0, 1371.0, 306.0, 1266.0, 309.0, 36.59, -119.43
2416, 67600.0, 2.825, 32.0, 1153.0, 236.0, 761.0, 241.0, 36.59, -119.44
2417, 60900.0, 1.8975, 36.0, 2294.0, 489.0, 1430.0, 454.0, 36.6, -119.45
2418, 56700.0, 1.516, 28.0, 1343.0, 330.0, 1331.0, 305.0, 36.59, -119.44
2419, 118100.0, 3.9844, 18.0, 1404.0, 226.0, 754.0, 229.0, 36.6, -119.46
2420, 66100.0, 1.6875, 41.0, 1749.0, 342.0, 1171.0, 314.0, 36.59, -119.45
2421, 63500.0, 2.5234, 37.0, 1054.0, 239.0, 879.0, 257.0, 36.58, -119.44
2422, 87300.0, 3.7813, 18.0, 1425.0, 280.0, 753.0, 266.0, 36.58, -119.45
2423, 84200.0, 3.825, 28.0, 1274.0, 215.0, 572.0, 202.0, 36.59, -119.45
2424, 57100.0, 2.309, 18.0, 2379.0, 448.0, 1638.0, 436.0, 36.6, -119.55
2425, 54700.0, 1.4937, 20.0, 1490.0, 318.0, 1474.0, 326.0, 36.61, -119.54
2426, 56900.0, 1.586, 14.0, 3004.0, 793.0, 3535.0, 735.0, 36.61, -119.55
2427, 63400.0, 2.2206, 34.0, 1440.0, 267.0, 1018.0, 265.0, 36.62, -119.5
2428, 95300.0, 1.9913, 21.0, 2106.0, 410.0, 867.0, 380.0, 36.58, -119.49
2429, 55100.0, 1.8958, 33.0, 1225.0, 275.0, 1065.0, 248.0, 36.61, -119.52
2430, 55800.0, 1.5625, 33.0, 587.0, 170.0, 730.0, 162.0, 36.61, -119.53
2431, 55200.0, 1.6094, 27.0, 1388.0, 296.0, 1056.0, 284.0, 36.66, -119.6
2432, 113800.0, 3.0521, 27.0, 823.0, 171.0, 798.0, 200.0, 36.64, -119.59
2433, 93200.0, 2.5562, 43.0, 1676.0, 320.0, 1056.0, 276.0, 36.65, -119.53
2434, 62400.0, 1.9676, 33.0, 1589.0, 294.0, 1102.0, 307.0, 36.6, -119.63
2435, 62400.0, 2.6858, 13.0, 1788.0, 405.0, 1652.0, 411.0, 36.58, -119.62
2436, 131700.0, 3.5987, 19.0, 1733.0, 303.0, 911.0, 281.0, 36.57, -119.59
2437, 73100.0, 2.8287, 28.0, 1452.0, 300.0, 919.0, 308.0, 36.58, -119.6
2438, 73000.0, 2.6974, 29.0, 1312.0, 280.0, 788.0, 271.0, 36.58, -119.61
2439, 88000.0, 4.0197, 17.0, 2287.0, 390.0, 1330.0, 393.0, 36.59, -119.62
2440, 92700.0, 2.2727, 10.0, 2842.0, 620.0, 1443.0, 576.0, 36.59, -119.61
2441, 69700.0, 2.5556, 42.0, 2311.0, 439.0, 1347.0, 436.0, 36.57, -119.6
2442, 68300.0, 1.8333, 33.0, 1923.0, 403.0, 1205.0, 389.0, 36.57, -119.6
2443, 65100.0, 1.5833, 42.0, 2242.0, 521.0, 1359.0, 483.0, 36.57, -119.61
2444, 55300.0, 1.2647, 22.0, 1794.0, 435.0, 1127.0, 359.0, 36.58, -119.63
2445, 54400.0, 1.4415, 36.0, 738.0, 168.0, 737.0, 186.0, 36.56, -119.6
2446, 92500.0, 2.0658, 34.0, 576.0, 117.0, 363.0, 97.0, 36.56, -119.64
2447, 53000.0, 1.625, 34.0, 1911.0, 497.0, 1886.0, 481.0, 36.56, -119.61
2448, 51600.0, 1.8878, 30.0, 1722.0, 372.0, 1467.0, 403.0, 36.56, -119.62
2449, 111500.0, 3.2917, 34.0, 2065.0, 343.0, 1041.0, 313.0, 36.55, -119.53
2450, 120900.0, 4.2045, 16.0, 2703.0, 415.0, 1106.0, 372.0, 36.52, -119.54
2451, 76600.0, 2.2132, 46.0, 1889.0, 390.0, 971.0, 403.0, 36.51, -119.55
2452, 67000.0, 1.6635, 37.0, 1018.0, 213.0, 663.0, 204.0, 36.51, -119.56
2453, 70100.0, 2.5033, 9.0, 3860.0, 809.0, 2157.0, 770.0, 36.51, -119.56
2454, 70200.0, 3.0294, 31.0, 1986.0, 417.0, 1042.0, 422.0, 36.52, -119.55
2455, 95700.0, 3.2019, 19.0, 2746.0, 495.0, 1670.0, 518.0, 36.53, -119.56
2456, 82700.0, 3.0469, 32.0, 1513.0, 272.0, 1038.0, 272.0, 36.56, -119.73
2457, 110000.0, 2.1908, 32.0, 1604.0, 292.0, 868.0, 276.0, 36.57, -119.67
2458, 100000.0, 3.1333, 30.0, 1671.0, 319.0, 966.0, 282.0, 36.51, -119.65
2459, 101600.0, 3.3214, 35.0, 990.0, 192.0, 674.0, 178.0, 36.52, -119.59
2460, 94200.0, 2.5921, 20.0, 1741.0, 331.0, 1466.0, 289.0, 36.52, -119.73
2461, 75000.0, 3.2083, 26.0, 1727.0, 289.0, 802.0, 259.0, 36.44, -119.77
2462, 79200.0, 2.8125, 29.0, 1702.0, 301.0, 914.0, 280.0, 36.46, -119.69
2463, 57900.0, 1.7813, 29.0, 1799.0, 356.0, 1278.0, 387.0, 36.43, -119.69
2464, 72500.0, 2.4044, 34.0, 1370.0, 287.0, 818.0, 269.0, 36.54, -119.87
2465, 76800.0, 2.0216, 32.0, 1393.0, 276.0, 999.0, 245.0, 36.55, -119.79
2466, 83600.0, 2.7321, 31.0, 1241.0, 254.0, 767.0, 226.0, 36.51, -119.81
2467, 78200.0, 2.4375, 19.0, 1310.0, 241.0, 702.0, 217.0, 36.54, -119.84
2468, 60000.0, 2.5208, 31.0, 1732.0, 332.0, 979.0, 294.0, 36.54, -119.83
2469, 90000.0, 2.975, 34.0, 1422.0, 237.0, 716.0, 222.0, 36.64, -119.89
2470, 69400.0, 2.0313, 17.0, 1497.0, 308.0, 1425.0, 247.0, 36.57, -119.97
2471, 74600.0, 2.4814, 20.0, 1935.0, 363.0, 1319.0, 359.0, 36.58, -119.9
2472, 76400.0, 2.4006, 24.0, 2246.0, 462.0, 1291.0, 394.0, 36.6, -119.81
2473, 75600.0, 2.4474, 19.0, 2439.0, 462.0, 1416.0, 469.0, 36.45, -119.86
2474, 58400.0, 1.7176, 34.0, 1175.0, 251.0, 683.0, 261.0, 36.43, -119.86
2475, 60900.0, 2.8913, 23.0, 1824.0, 354.0, 1146.0, 362.0, 36.43, -119.85
2476, 39200.0, 2.1771, 18.0, 1128.0, 237.0, 772.0, 220.0, 36.44, -119.97
2477, 112500.0, 2.1153, 18.0, 1524.0, 414.0, 2030.0, 356.0, 36.34, -120.08
2478, 55000.0, 2.3295, 17.0, 598.0, 160.0, 715.0, 146.0, 36.16, -120.1
2479, 64700.0, 1.5086, 12.0, 1462.0, 356.0, 1708.0, 367.0, 36.21, -120.1
2480, 55100.0, 1.4191, 12.0, 1923.0, 559.0, 2809.0, 535.0, 36.19, -120.09
2481, 87500.0, 2.4398, 11.0, 1337.0, 412.0, 1376.0, 318.0, 36.29, -120.27
2482, 104200.0, 2.1458, 29.0, 579.0, 116.0, 218.0, 99.0, 36.18, -120.43
2483, 65000.0, 3.0658, 36.0, 613.0, 124.0, 310.0, 124.0, 36.16, -120.37
2484, 62000.0, 1.8264, 18.0, 1206.0, 274.0, 622.0, 217.0, 36.14, -120.36
2485, 70000.0, 2.7461, 17.0, 2279.0, 448.0, 1200.0, 420.0, 36.15, -120.38
2486, 86400.0, 3.2639, 10.0, 2522.0, 533.0, 1335.0, 493.0, 36.13, -120.37
2487, 86300.0, 4.381, 34.0, 2084.0, 339.0, 868.0, 347.0, 36.15, -120.37
2488, 85300.0, 2.7792, 18.0, 1519.0, 296.0, 846.0, 272.0, 36.16, -120.35
2489, 60400.0, 1.7075, 9.0, 2671.0, 647.0, 1484.0, 541.0, 36.14, -120.35
2490, 55500.0, 3.0134, 29.0, 1938.0, 434.0, 1306.0, 415.0, 36.13, -120.36
2491, 76600.0, 2.25, 24.0, 943.0, 209.0, 514.0, 156.0, 36.65, -120.31
2492, 66000.0, 2.4937, 31.0, 1177.0, 221.0, 744.0, 223.0, 36.65, -120.25
2493, 90600.0, 2.3026, 25.0, 948.0, 198.0, 613.0, 171.0, 36.59, -120.18
2494, 57200.0, 2.293, 29.0, 1479.0, 338.0, 1408.0, 322.0, 36.61, -120.19
2495, 58300.0, 1.5536, 25.0, 875.0, 214.0, 931.0, 214.0, 36.6, -120.19
2496, 56000.0, 2.4786, 14.0, 1508.0, 347.0, 1679.0, 345.0, 36.49, -120.22
2497, 68900.0, 1.947, 24.0, 1335.0, 312.0, 1180.0, 267.0, 36.77, -120.41
2498, 112500.0, 2.5, 18.0, 819.0, 198.0, 996.0, 198.0, 36.72, -120.67
2499, 38800.0, 1.9417, 20.0, 1193.0, 263.0, 1274.0, 241.0, 36.55, -120.51
2500, 55200.0, 1.7184, 11.0, 1947.0, 488.0, 2104.0, 486.0, 36.78, -120.39
2501, 60000.0, 1.9056, 25.0, 1689.0, 495.0, 1745.0, 457.0, 36.75, -120.38
2502, 58000.0, 1.8125, 25.0, 991.0, 272.0, 941.0, 262.0, 36.76, -120.38
2503, 54300.0, 1.4038, 12.0, 932.0, 244.0, 1043.0, 243.0, 36.76, -120.38
2504, 63000.0, 1.3386, 20.0, 1287.0, 310.0, 954.0, 269.0, 36.87, -120.46
2505, 66000.0, 2.3523, 34.0, 673.0, 173.0, 539.0, 182.0, 36.86, -120.45
2506, 90500.0, 2.8182, 29.0, 1563.0, 293.0, 883.0, 288.0, 36.84, -120.44
2507, 58100.0, 2.1759, 20.0, 1519.0, 376.0, 1681.0, 370.0, 36.85, -120.45
2508, 71900.0, 2.4414, 21.0, 1779.0, 399.0, 1446.0, 371.0, 36.86, -120.51
2509, 74400.0, 2.3295, 42.0, 1766.0, 344.0, 1084.0, 323.0, 36.97, -120.55
2510, 55000.0, 2.2083, 18.0, 902.0, 195.0, 771.0, 174.0, 36.84, -120.69
2511, 67500.0, 4.125, 46.0, 55.0, 11.0, 26.0, 5.0, 36.51, -119.55
2512, 162500.0, 4.625, 36.0, 49.0, 7.0, 28.0, 2.0, 36.51, -119.54
2513, 63700.0, 2.0192, 18.0, 2603.0, 576.0, 1616.0, 588.0, 39.75, -122.2
2514, 67500.0, 1.6948, 30.0, 4157.0, 834.0, 1885.0, 774.0, 39.75, -122.18
2515, 85000.0, 3.0469, 20.0, 707.0, 126.0, 337.0, 125.0, 39.74, -122.16
2516, 65600.0, 2.3507, 39.0, 4179.0, 814.0, 2111.0, 809.0, 39.74, -122.19
2517, 72200.0, 3.0469, 16.0, 2127.0, 412.0, 1104.0, 369.0, 39.79, -122.25
2518, 69600.0, 2.325, 32.0, 1288.0, 221.0, 562.0, 203.0, 39.78, -122.16
2519, 94300.0, 2.2569, 20.0, 1401.0, 280.0, 668.0, 250.0, 39.74, -122.13
2520, 85400.0, 3.35, 23.0, 1658.0, 307.0, 836.0, 297.0, 39.7, -122.18
2521, 73100.0, 1.9375, 16.0, 2026.0, 396.0, 1031.0, 382.0, 39.75, -122.23
2522, 14999.0, 1.6607, 16.0, 255.0, 73.0, 85.0, 38.0, 39.71, -122.74
2523, 67500.0, 2.3851, 21.0, 1155.0, 210.0, 510.0, 175.0, 39.68, -122.38
2524, 87500.0, 3.6429, 33.0, 419.0, 77.0, 190.0, 67.0, 39.65, -122.14
2525, 81600.0, 3.25, 28.0, 1471.0, 259.0, 673.0, 246.0, 39.55, -122.18
2526, 71900.0, 2.4861, 25.0, 1231.0, 240.0, 658.0, 211.0, 39.5, -122.53
2527, 58700.0, 2.165, 34.0, 2679.0, 533.0, 1287.0, 505.0, 39.53, -122.19
2528, 71000.0, 2.3566, 22.0, 3265.0, 658.0, 1647.0, 594.0, 39.53, -122.2
2529, 125000.0, 1.3708, 8.0, 1268.0, 336.0, 1237.0, 326.0, 39.53, -122.23
2530, 66900.0, 2.1, 17.0, 1201.0, 268.0, 555.0, 277.0, 39.51, -122.22
2531, 63400.0, 2.0625, 39.0, 2551.0, 482.0, 1181.0, 437.0, 39.52, -122.2
2532, 69700.0, 2.8333, 37.0, 2358.0, 413.0, 1060.0, 424.0, 39.51, -122.2
2533, 53000.0, 2.1705, 23.0, 462.0, 97.0, 261.0, 90.0, 39.5, -122.19
2534, 70000.0, 2.5625, 23.0, 2502.0, 481.0, 1443.0, 455.0, 39.72, -122.04
2535, 95300.0, 2.8466, 34.0, 2051.0, 342.0, 958.0, 322.0, 39.6, -122.05
2536, 77100.0, 2.4917, 43.0, 1320.0, 215.0, 512.0, 197.0, 39.47, -122.1
2537, 70500.0, 1.832, 39.0, 844.0, 161.0, 535.0, 165.0, 39.45, -121.94
2538, 58700.0, 2.1746, 20.0, 2332.0, 518.0, 1856.0, 495.0, 39.74, -122.01
2539, 60000.0, 0.957, 52.0, 661.0, 316.0, 392.0, 244.0, 40.8, -124.17
2540, 80500.0, 1.7308, 52.0, 2416.0, 618.0, 1150.0, 571.0, 40.8, -124.16
2541, 76900.0, 1.7778, 52.0, 1264.0, 277.0, 591.0, 284.0, 40.79, -124.16
2542, 75500.0, 1.585, 52.0, 1606.0, 419.0, 891.0, 367.0, 40.8, -124.17
2543, 62500.0, 1.8529, 52.0, 1557.0, 344.0, 758.0, 319.0, 40.8, -124.17
2544, 92700.0, 2.2566, 52.0, 2148.0, 421.0, 975.0, 430.0, 40.79, -124.16
2545, 85400.0, 2.5417, 50.0, 2285.0, 403.0, 837.0, 353.0, 40.78, -124.16
2546, 68300.0, 1.6369, 39.0, 1606.0, 330.0, 731.0, 327.0, 40.78, -124.17
2547, 70000.0, 1.8242, 37.0, 1371.0, 319.0, 640.0, 260.0, 40.78, -124.19
2548, 70500.0, 1.745, 39.0, 1836.0, 352.0, 883.0, 337.0, 40.79, -124.18
2549, 64600.0, 1.4668, 40.0, 1398.0, 311.0, 788.0, 279.0, 40.79, -124.18
2550, 70500.0, 1.9688, 43.0, 2285.0, 479.0, 1169.0, 482.0, 40.79, -124.17
2551, 82000.0, 2.9038, 43.0, 2241.0, 446.0, 932.0, 395.0, 40.78, -124.16
2552, 85600.0, 2.8529, 35.0, 2141.0, 438.0, 1053.0, 434.0, 40.77, -124.16
2553, 81300.0, 2.2227, 30.0, 1895.0, 366.0, 990.0, 359.0, 40.77, -124.17
2554, 70200.0, 2.5536, 37.0, 1453.0, 293.0, 867.0, 310.0, 40.78, -124.18
2555, 72200.0, 2.5096, 33.0, 1076.0, 222.0, 656.0, 236.0, 40.78, -124.18
2556, 67000.0, 2.1607, 34.0, 1592.0, 364.0, 950.0, 317.0, 40.78, -124.18
2557, 116100.0, 4.8516, 13.0, 2171.0, 339.0, 951.0, 353.0, 40.75, -124.17
2558, 82800.0, 2.8056, 26.0, 1776.0, 361.0, 992.0, 380.0, 40.76, -124.17
2559, 69000.0, 2.442, 30.0, 2975.0, 634.0, 1367.0, 583.0, 40.77, -124.19
2560, 67500.0, 1.75, 50.0, 340.0, 74.0, 235.0, 83.0, 40.81, -124.15
2561, 72600.0, 2.5, 32.0, 1373.0, 312.0, 872.0, 306.0, 40.8, -124.14
2562, 74100.0, 1.755, 47.0, 1486.0, 335.0, 765.0, 329.0, 40.8, -124.15
2563, 74700.0, 1.6111, 52.0, 2167.0, 480.0, 908.0, 451.0, 40.8, -124.16
2564, 74100.0, 1.1386, 52.0, 1703.0, 500.0, 952.0, 435.0, 40.8, -124.16
2565, 81000.0, 2.4896, 38.0, 1552.0, 290.0, 873.0, 291.0, 40.79, -124.14
2566, 104200.0, 3.1711, 41.0, 2127.0, 358.0, 911.0, 349.0, 40.78, -124.15
2567, 81800.0, 3.8, 46.0, 1975.0, 346.0, 791.0, 349.0, 40.78, -124.16
2568, 90600.0, 2.1135, 46.0, 3042.0, 597.0, 1206.0, 541.0, 40.79, -124.16
2569, 86400.0, 3.0216, 37.0, 2692.0, 488.0, 1263.0, 486.0, 40.79, -124.15
2570, 92800.0, 3.4219, 35.0, 2426.0, 423.0, 982.0, 432.0, 40.78, -124.14
2571, 99600.0, 2.9143, 27.0, 3046.0, 605.0, 1407.0, 571.0, 40.77, -124.14
2572, 100600.0, 3.375, 24.0, 2858.0, 511.0, 1388.0, 512.0, 40.76, -124.15
2573, 90000.0, 3.3984, 36.0, 2112.0, 374.0, 829.0, 368.0, 40.78, -124.15
2574, 96100.0, 2.5536, 23.0, 959.0, 212.0, 425.0, 175.0, 40.81, -124.11
2575, 86900.0, 2.1101, 34.0, 2142.0, 420.0, 1056.0, 382.0, 40.78, -124.13
2576, 81100.0, 2.2478, 31.0, 2152.0, 462.0, 1259.0, 420.0, 40.8, -124.13
2577, 83000.0, 2.8833, 29.0, 2474.0, 453.0, 1130.0, 427.0, 40.79, -124.13
2578, 92800.0, 3.5833, 32.0, 2017.0, 359.0, 855.0, 346.0, 40.79, -124.13
2579, 98100.0, 3.2216, 34.0, 4183.0, 702.0, 1891.0, 669.0, 40.86, -124.06
2580, 143000.0, 3.5156, 31.0, 2414.0, 428.0, 1005.0, 401.0, 40.85, -124.05
2581, 133900.0, 3.9792, 22.0, 2588.0, 435.0, 1198.0, 442.0, 40.8, -124.02
2582, 150000.0, 1.1157, 18.0, 1287.0, 484.0, 805.0, 502.0, 40.86, -124.08
2583, 75000.0, 1.1742, 25.0, 1322.0, 387.0, 794.0, 379.0, 40.86, -124.09
2584, 87500.0, 1.1576, 44.0, 692.0, 206.0, 398.0, 211.0, 40.87, -124.09
2585, 99200.0, 2.2138, 47.0, 1765.0, 326.0, 796.0, 333.0, 40.87, -124.07
2586, 101100.0, 1.1479, 29.0, 1710.0, 469.0, 990.0, 425.0, 40.87, -124.08
2587, 105800.0, 2.2188, 50.0, 921.0, 187.0, 420.0, 187.0, 40.88, -124.09
2588, 153100.0, 0.7684, 31.0, 334.0, 134.0, 780.0, 130.0, 40.87, -124.07
2589, 57500.0, 1.725, 33.0, 2235.0, 506.0, 1165.0, 441.0, 40.88, -124.15
2590, 81100.0, 2.0657, 35.0, 2987.0, 578.0, 1581.0, 585.0, 40.88, -124.1
2591, 74100.0, 1.5326, 31.0, 1982.0, 495.0, 1052.0, 467.0, 40.88, -124.09
2592, 82100.0, 2.4321, 26.0, 2683.0, 555.0, 1353.0, 526.0, 40.88, -124.09
2593, 92600.0, 2.7321, 18.0, 4032.0, 798.0, 1948.0, 775.0, 40.9, -124.1
2594, 50800.0, 3.3462, 52.0, 1112.0, 209.0, 544.0, 172.0, 40.81, -124.23
2595, 139500.0, 2.5667, 12.0, 2087.0, 424.0, 1603.0, 438.0, 40.88, -124.06
2596, 136000.0, 3.0469, 25.0, 2395.0, 431.0, 983.0, 375.0, 40.66, -123.74
2597, 78800.0, 1.6667, 13.0, 2522.0, 719.0, 1381.0, 628.0, 40.91, -124.08
2598, 79800.0, 2.0644, 24.0, 2386.0, 565.0, 1058.0, 414.0, 41.03, -123.76
2599, 36700.0, 1.0486, 31.0, 938.0, 238.0, 425.0, 157.0, 41.32, -123.85
2600, 50000.0, 1.8208, 19.0, 1970.0, 431.0, 1166.0, 363.0, 41.09, -123.72
2601, 59200.0, 1.4911, 19.0, 1797.0, 384.0, 1033.0, 327.0, 41.11, -123.63
2602, 62700.0, 1.8065, 22.0, 1580.0, 372.0, 686.0, 264.0, 41.3, -123.66
2603, 83800.0, 2.1542, 17.0, 1564.0, 345.0, 517.0, 222.0, 41.01, -123.52
2604, 62800.0, 2.0156, 29.0, 1029.0, 239.0, 509.0, 196.0, 41.36, -124.08
2605, 119400.0, 2.4708, 22.0, 3263.0, 799.0, 1384.0, 578.0, 41.13, -124.06
2606, 143400.0, 3.0208, 32.0, 1020.0, 215.0, 421.0, 198.0, 41.06, -124.14
2607, 97900.0, 1.9741, 26.0, 1633.0, 380.0, 890.0, 370.0, 41.04, -124.1
2608, 102700.0, 3.538, 21.0, 1513.0, 319.0, 943.0, 301.0, 40.97, -124.01
2609, 98800.0, 2.9485, 29.0, 1429.0, 268.0, 672.0, 266.0, 40.92, -124.0
2610, 75600.0, 2.4559, 28.0, 1470.0, 336.0, 811.0, 314.0, 40.89, -124.01
2611, 84200.0, 2.6923, 41.0, 1719.0, 372.0, 844.0, 336.0, 40.88, -123.98
2612, 106300.0, 3.2891, 28.0, 1272.0, 259.0, 519.0, 220.0, 40.93, -123.88
2613, 75500.0, 2.1726, 23.0, 1672.0, 385.0, 1060.0, 390.0, 41.02, -124.16
2614, 111300.0, 2.6847, 18.0, 3297.0, 662.0, 1554.0, 578.0, 40.99, -124.08
2615, 96000.0, 3.1406, 20.0, 1075.0, 214.0, 529.0, 196.0, 40.95, -124.16
2616, 81700.0, 2.96, 19.0, 1734.0, 365.0, 866.0, 342.0, 40.95, -124.11
2617, 99600.0, 2.5893, 18.0, 2250.0, 484.0, 1248.0, 472.0, 40.95, -124.09
2618, 73600.0, 3.5076, 25.0, 2392.0, 474.0, 1298.0, 461.0, 40.93, -124.11
2619, 90200.0, 2.7639, 17.0, 1661.0, 329.0, 948.0, 357.0, 40.93, -124.11
2620, 70100.0, 2.3147, 18.0, 1550.0, 345.0, 941.0, 335.0, 40.94, -124.08
2621, 126900.0, 2.8182, 12.0, 2497.0, 491.0, 1153.0, 462.0, 40.92, -124.09
2622, 165600.0, 5.0329, 14.0, 1452.0, 217.0, 516.0, 181.0, 40.94, -124.05
2623, 78400.0, 1.8993, 17.0, 1485.0, 345.0, 823.0, 316.0, 40.95, -124.1
2624, 119700.0, 2.9911, 23.0, 2103.0, 411.0, 1019.0, 387.0, 40.81, -124.07
2625, 119900.0, 3.8095, 28.0, 3513.0, 634.0, 1658.0, 598.0, 40.72, -124.02
2626, 111800.0, 3.9659, 33.0, 644.0, 129.0, 334.0, 121.0, 40.73, -124.1
2627, 128900.0, 4.0357, 17.0, 2026.0, 338.0, 873.0, 313.0, 40.74, -124.17
2628, 100500.0, 2.8446, 18.0, 2581.0, 499.0, 1375.0, 503.0, 40.72, -124.14
2629, 130600.0, 4.2054, 23.0, 580.0, 117.0, 320.0, 109.0, 40.67, -124.14
2630, 90100.0, 3.5363, 21.0, 5694.0, 1056.0, 2907.0, 972.0, 40.73, -124.19
2631, 58100.0, 1.6528, 32.0, 1218.0, 331.0, 620.0, 268.0, 40.75, -124.21
2632, 79000.0, 2.5179, 36.0, 2349.0, 528.0, 1194.0, 465.0, 40.69, -124.27
2633, 107000.0, 3.0536, 35.0, 952.0, 178.0, 480.0, 179.0, 40.62, -124.18
2634, 86400.0, 2.8958, 32.0, 1595.0, 309.0, 706.0, 277.0, 40.62, -124.17
2635, 92100.0, 2.5804, 43.0, 2131.0, 399.0, 910.0, 389.0, 40.62, -124.13
2636, 85100.0, 2.4519, 39.0, 1322.0, 283.0, 642.0, 292.0, 40.6, -124.16
2637, 79600.0, 2.0938, 39.0, 1186.0, 238.0, 539.0, 212.0, 40.59, -124.15
2638, 128100.0, 4.025, 27.0, 1148.0, 206.0, 521.0, 219.0, 40.6, -124.14
2639, 66800.0, 1.5625, 22.0, 1665.0, 405.0, 826.0, 382.0, 40.59, -124.14
2640, 76800.0, 2.178, 17.0, 2985.0, 610.0, 1544.0, 584.0, 40.59, -124.14
2641, 95200.0, 3.4408, 32.0, 1878.0, 340.0, 937.0, 353.0, 40.59, -124.05
2642, 97300.0, 2.7644, 24.0, 2978.0, 553.0, 1370.0, 480.0, 40.55, -124.09
2643, 92600.0, 2.3167, 31.0, 1854.0, 365.0, 883.0, 310.0, 40.57, -123.96
2644, 77100.0, 1.7153, 25.0, 2015.0, 524.0, 746.0, 251.0, 40.48, -123.73
2645, 92500.0, 2.6987, 25.0, 1899.0, 357.0, 891.0, 355.0, 40.58, -124.14
2646, 75100.0, 2.1354, 29.0, 2864.0, 600.0, 1314.0, 562.0, 40.57, -124.14
2647, 74100.0, 2.4896, 33.0, 1348.0, 234.0, 573.0, 236.0, 40.57, -124.11
2648, 94800.0, 3.25, 38.0, 544.0, 89.0, 240.0, 91.0, 40.55, -124.13
2649, 72300.0, 2.2357, 30.0, 1927.0, 393.0, 996.0, 374.0, 40.5, -124.1
2650, 57500.0, 1.7574, 42.0, 2380.0, 553.0, 1300.0, 504.0, 40.5, -124.1
2651, 70500.0, 2.3947, 38.0, 2220.0, 426.0, 1041.0, 401.0, 40.44, -124.09
2652, 55000.0, 3.5345, 52.0, 1196.0, 236.0, 965.0, 265.0, 40.47, -124.1
2653, 71300.0, 2.6094, 34.0, 1006.0, 213.0, 443.0, 158.0, 40.45, -124.03
2654, 111400.0, 2.3571, 52.0, 2217.0, 394.0, 907.0, 369.0, 40.58, -124.26
2655, 106700.0, 3.0806, 52.0, 2694.0, 453.0, 1152.0, 435.0, 40.54, -124.23
2656, 94600.0, 3.0147, 52.0, 1820.0, 300.0, 806.0, 270.0, 40.54, -124.35
2657, 76100.0, 1.9417, 32.0, 1430.0, 419.0, 434.0, 187.0, 40.28, -124.25
2658, 135600.0, 2.625, 17.0, 1319.0, 267.0, 393.0, 163.0, 40.06, -124.08
2659, 70700.0, 1.319, 16.0, 2088.0, 535.0, 816.0, 326.0, 40.22, -124.0
2660, 74000.0, 2.0962, 28.0, 2809.0, 605.0, 1093.0, 438.0, 40.28, -123.84
2661, 54300.0, 1.725, 31.0, 1852.0, 452.0, 917.0, 359.0, 40.24, -123.68
2662, 76800.0, 1.2227, 19.0, 2283.0, 634.0, 1184.0, 453.0, 40.16, -123.82
2663, 82400.0, 2.087, 33.0, 2985.0, 591.0, 1221.0, 486.0, 40.12, -123.82
2664, 101500.0, 1.9625, 35.0, 2052.0, 477.0, 900.0, 402.0, 40.11, -123.75
2665, 101900.0, 2.1864, 17.0, 2019.0, 496.0, 899.0, 347.0, 40.05, -123.78
2666, 60800.0, 1.8793, 38.0, 1327.0, 262.0, 784.0, 231.0, 33.12, -115.52
2667, 53400.0, 2.163, 18.0, 1109.0, 283.0, 1006.0, 253.0, 33.13, -115.52
2668, 46700.0, 2.101, 21.0, 1024.0, 218.0, 890.0, 232.0, 33.12, -115.51
2669, 40000.0, 1.0, 33.0, 1234.0, 373.0, 777.0, 298.0, 33.19, -115.46
2670, 43300.0, 1.6552, 32.0, 1995.0, 523.0, 1069.0, 410.0, 33.24, -115.51
2671, 72500.0, 2.4511, 37.0, 709.0, 187.0, 390.0, 142.0, 33.2, -115.6
2672, 87500.0, 2.9, 27.0, 452.0, 103.0, 258.0, 61.0, 33.09, -115.73
2673, 61200.0, 2.0463, 17.0, 1009.0, 231.0, 745.0, 217.0, 33.04, -115.62
2674, 62000.0, 2.2969, 20.0, 1121.0, 244.0, 766.0, 230.0, 33.04, -115.62
2675, 91700.0, 3.3472, 31.0, 314.0, 61.0, 152.0, 56.0, 33.04, -115.6
2676, 107800.0, 3.4038, 29.0, 1141.0, 220.0, 684.0, 194.0, 32.99, -115.41
2677, 113500.0, 3.1979, 17.0, 841.0, 146.0, 473.0, 154.0, 32.96, -115.59
2678, 58600.0, 1.4583, 32.0, 1615.0, 382.0, 1307.0, 345.0, 32.98, -115.52
2679, 66400.0, 2.2054, 21.0, 1302.0, 327.0, 1244.0, 316.0, 32.98, -115.52
2680, 62200.0, 1.7159, 25.0, 2578.0, 634.0, 2082.0, 565.0, 32.99, -115.53
2681, 63700.0, 1.9088, 20.0, 1402.0, 287.0, 1104.0, 317.0, 32.99, -115.51
