block_group_id,ocean_proximity
5837,<1H OCEAN
5838,<1H OCEAN
5839,<1H OCEAN
5840,<1H OCEAN
5841,<1H OCEAN
5842,<1H OCEAN
5843,<1H OCEAN
5844,<1H OCEAN
5845,<1H OCEAN
5846,<1H OCEAN
5847,<1H OCEAN
5848,<1H OCEAN
5849,<1H OCEAN
5850,<1H OCEAN
5851,<1H OCEAN
5852,<1H OCEAN
5853,<1H OCEAN
5854,<1H OCEAN
5855,<1H OCEAN
5856,<1H OCEAN
5857,<1H OCEAN
5858,<1H OCEAN
5859,<1H OCEAN
5860,<1H OCEAN
5861,<1H OCEAN
5862,<1H OCEAN
5863,<1H OCEAN
5864,<1H OCEAN
5865,<1H OCEAN
5866,<1H OCEAN
5867,<1H OCEAN
5868,<1H OCEAN
5869,<1H OCEAN
5870,<1H OCEAN
5871,<1H OCEAN
5872,<1H OCEAN
5873,<1H OCEAN
5874,<1H OCEAN
5875,<1H OCEAN
5876,<1H OCEAN
5877,<1H OCEAN
5878,<1H OCEAN
5879,<1H OCEAN
5880,<1H OCEAN
5881,<1H OCEAN
5882,<1H OCEAN
5883,<1H OCEAN
5884,<1H OCEAN
5885,<1H OCEAN
5886,<1H OCEAN
5887,<1H OCEAN
5888,<1H OCEAN
5889,<1H OCEAN
5890,<1H OCEAN
5891,<1H OCEAN
5892,<1H OCEAN
5893,<1H OCEAN
5894,<1H OCEAN
5895,<1H OCEAN
5896,<1H OCEAN
5897,<1H OCEAN
5898,<1H OCEAN
5899,<1H OCEAN
5900,<1H OCEAN
5901,<1H OCEAN
5902,<1H OCEAN
5903,<1H OCEAN
5904,<1H OCEAN
5905,<1H OCEAN
5906,<1H OCEAN
5907,<1H OCEAN
5908,<1H OCEAN
5909,<1H OCEAN
5910,<1H OCEAN
5911,<1H OCEAN
5912,<1H OCEAN
5913,<1H OCEAN
5914,<1H OCEAN
5915,<1H OCEAN
5916,<1H OCEAN
5917,<1H OCEAN
5918,<1H OCEAN
5919,<1H OCEAN
5920,<1H OCEAN
5921,<1H OCEAN
5922,INLAND
5923,INLAND
5924,INLAND
5925,INLAND
5926,INLAND
5927,INLAND
5928,INLAND
5929,INLAND
5930,INLAND
5931,INLAND
5932,INLAND
5933,INLAND
5934,INLAND
5935,INLAND
5936,INLAND
5937,INLAND
5938,INLAND
5939,<1H OCEAN
5940,<1H OCEAN
5941,INLAND
5942,<1H OCEAN
5943,INLAND
5944,INLAND
5945,<1H OCEAN
5946,INLAND
5947,INLAND
5948,INLAND
5949,INLAND
5950,INLAND
5951,INLAND
5952,INLAND
5953,INLAND
5954,INLAND
5955,INLAND
5956,INLAND
5957,<1H OCEAN
5958,<1H OCEAN
5959,INLAND
5960,INLAND
5961,INLAND
5962,INLAND
5963,INLAND
5964,INLAND
5965,INLAND
5966,INLAND
5967,INLAND
5968,INLAND
5969,INLAND
5970,INLAND
5971,INLAND
5972,INLAND
5973,INLAND
5974,INLAND
5975,INLAND
5976,INLAND
5977,INLAND
5978,INLAND
5979,INLAND
5980,INLAND
5981,INLAND
5982,INLAND
5983,INLAND
5984,INLAND
5985,INLAND
5986,INLAND
5987,INLAND
5988,INLAND
5989,INLAND
5990,INLAND
5991,INLAND
5992,INLAND
5993,INLAND
5994,INLAND
5995,INLAND
5996,INLAND
5997,INLAND
5998,INLAND
5999,INLAND
6000,INLAND
6001,INLAND
6002,INLAND
6003,INLAND
6004,INLAND
6005,INLAND
6006,INLAND
6007,INLAND
6008,INLAND
6009,INLAND
6010,INLAND
6011,INLAND
6012,INLAND
6013,INLAND
6014,INLAND
6015,INLAND
6016,INLAND
6017,INLAND
6018,INLAND
6019,<1H OCEAN
6020,INLAND
6021,<1H OCEAN
6022,INLAND
6023,INLAND
6024,INLAND
6025,INLAND
6026,INLAND
6027,INLAND
6028,INLAND
6029,INLAND
6030,INLAND
6031,INLAND
6032,INLAND
6033,INLAND
6034,INLAND
6035,INLAND
6036,INLAND
6037,INLAND
6038,INLAND
6039,INLAND
6040,INLAND
6041,INLAND
6042,INLAND
6043,INLAND
6044,INLAND
6045,INLAND
6046,INLAND
6047,INLAND
6048,INLAND
6049,INLAND
6050,INLAND
6051,INLAND
6052,INLAND
6053,INLAND
6054,INLAND
6055,<1H OCEAN
6056,<1H OCEAN
6057,<1H OCEAN
6058,<1H OCEAN
6059,<1H OCEAN
6060,<1H OCEAN
6061,<1H OCEAN
6062,<1H OCEAN
6063,<1H OCEAN
6064,<1H OCEAN
6065,<1H OCEAN
6066,<1H OCEAN
6067,<1H OCEAN
6068,<1H OCEAN
6069,<1H OCEAN
6070,<1H OCEAN
6071,<1H OCEAN
6072,<1H OCEAN
6073,<1H OCEAN
6074,<1H OCEAN
6075,<1H OCEAN
6076,<1H OCEAN
6077,<1H OCEAN
6078,<1H OCEAN
6079,<1H OCEAN
6080,<1H OCEAN
6081,<1H OCEAN
6082,<1H OCEAN
6083,<1H OCEAN
6084,<1H OCEAN
6085,<1H OCEAN
6086,<1H OCEAN
6087,<1H OCEAN
6088,<1H OCEAN
6089,<1H OCEAN
6090,<1H OCEAN
6091,<1H OCEAN
6092,<1H OCEAN
6093,INLAND
6094,<1H OCEAN
6095,<1H OCEAN
6096,<1H OCEAN
6097,<1H OCEAN
6098,<1H OCEAN
6099,<1H OCEAN
6100,<1H OCEAN
6101,<1H OCEAN
6102,<1H OCEAN
6103,<1H OCEAN
6104,<1H OCEAN
6105,<1H OCEAN
6106,<1H OCEAN
6107,<1H OCEAN
6108,<1H OCEAN
6109,<1H OCEAN
6110,<1H OCEAN
6111,<1H OCEAN
6112,<1H OCEAN
6113,<1H OCEAN
6114,<1H OCEAN
6115,<1H OCEAN
6116,<1H OCEAN
6117,<1H OCEAN
6118,<1H OCEAN
6119,<1H OCEAN
6120,INLAND
6121,<1H OCEAN
6122,<1H OCEAN
6123,<1H OCEAN
6124,INLAND
6125,<1H OCEAN
6126,<1H OCEAN
6127,<1H OCEAN
6128,<1H OCEAN
6129,INLAND
6130,INLAND
6131,INLAND
6132,INLAND
6133,INLAND
6134,INLAND
6135,INLAND
6136,INLAND
6137,INLAND
6138,INLAND
6139,INLAND
6140,<1H OCEAN
6141,<1H OCEAN
6142,<1H OCEAN
6143,INLAND
6144,INLAND
6145,INLAND
6146,INLAND
6147,INLAND
6148,INLAND
6149,INLAND
6150,INLAND
6151,INLAND
6152,INLAND
6153,INLAND
6154,INLAND
6155,<1H OCEAN
6156,<1H OCEAN
6157,<1H OCEAN
6158,<1H OCEAN
6159,<1H OCEAN
6160,<1H OCEAN
6161,<1H OCEAN
6162,<1H OCEAN
6163,<1H OCEAN
6164,<1H OCEAN
6165,<1H OCEAN
6166,<1H OCEAN
6167,<1H OCEAN
6168,<1H OCEAN
6169,<1H OCEAN
6170,<1H OCEAN
6171,<1H OCEAN
6172,<1H OCEAN
6173,<1H OCEAN
6174,<1H OCEAN
6175,<1H OCEAN
6176,<1H OCEAN
6177,<1H OCEAN
6178,<1H OCEAN
6179,<1H OCEAN
6180,<1H OCEAN
6181,<1H OCEAN
6182,<1H OCEAN
6183,<1H OCEAN
6184,<1H OCEAN
6185,<1H OCEAN
6186,<1H OCEAN
6187,<1H OCEAN
6188,<1H OCEAN
6189,<1H OCEAN
6190,<1H OCEAN
6191,<1H OCEAN
6192,<1H OCEAN
6193,<1H OCEAN
6194,<1H OCEAN
6195,<1H OCEAN
6196,<1H OCEAN
6197,<1H OCEAN
6198,<1H OCEAN
6199,<1H OCEAN
6200,<1H OCEAN
6201,<1H OCEAN
6202,<1H OCEAN
6203,<1H OCEAN
6204,<1H OCEAN
6205,<1H OCEAN
6206,<1H OCEAN
6207,<1H OCEAN
6208,<1H OCEAN
6209,<1H OCEAN
6210,<1H OCEAN
6211,<1H OCEAN
6212,<1H OCEAN
6213,<1H OCEAN
6214,<1H OCEAN
6215,<1H OCEAN
6216,<1H OCEAN
6217,<1H OCEAN
6218,<1H OCEAN
6219,<1H OCEAN
6220,<1H OCEAN
6221,<1H OCEAN
6222,<1H OCEAN
6223,<1H OCEAN
6224,<1H OCEAN
6225,<1H OCEAN
6226,<1H OCEAN
6227,<1H OCEAN
6228,<1H OCEAN
6229,<1H OCEAN
6230,<1H OCEAN
6231,<1H OCEAN
6232,<1H OCEAN
6233,<1H OCEAN
6234,<1H OCEAN
6235,<1H OCEAN
6236,<1H OCEAN
6237,<1H OCEAN
6238,<1H OCEAN
6239,<1H OCEAN
6240,<1H OCEAN
6241,<1H OCEAN
6242,<1H OCEAN
6243,<1H OCEAN
6244,<1H OCEAN
6245,<1H OCEAN
6246,<1H OCEAN
6247,<1H OCEAN
6248,<1H OCEAN
6249,<1H OCEAN
6250,<1H OCEAN
6251,<1H OCEAN
6252,<1H OCEAN
6253,<1H OCEAN
6254,<1H OCEAN
6255,<1H OCEAN
6256,<1H OCEAN
6257,<1H OCEAN
6258,<1H OCEAN
6259,<1H OCEAN
6260,<1H OCEAN
6261,<1H OCEAN
6262,<1H OCEAN
6263,<1H OCEAN
6264,<1H OCEAN
6265,<1H OCEAN
6266,<1H OCEAN
6267,<1H OCEAN
6268,<1H OCEAN
6269,<1H OCEAN
6270,<1H OCEAN
6271,<1H OCEAN
6272,<1H OCEAN
6273,<1H OCEAN
6274,<1H OCEAN
6275,<1H OCEAN
6276,<1H OCEAN
6277,<1H OCEAN
6278,<1H OCEAN
6279,<1H OCEAN
6280,<1H OCEAN
6281,<1H OCEAN
6282,<1H OCEAN
6283,<1H OCEAN
6284,<1H OCEAN
6285,<1H OCEAN
6286,<1H OCEAN
6287,<1H OCEAN
6288,<1H OCEAN
6289,<1H OCEAN
6290,<1H OCEAN
6291,<1H OCEAN
6292,<1H OCEAN
6293,<1H OCEAN
6294,<1H OCEAN
6295,<1H OCEAN
6296,<1H OCEAN
6297,<1H OCEAN
6298,<1H OCEAN
6299,<1H OCEAN
6300,<1H OCEAN
6301,<1H OCEAN
6302,<1H OCEAN
6303,<1H OCEAN
6304,<1H OCEAN
6305,<1H OCEAN
6306,<1H OCEAN
6307,<1H OCEAN
6308,<1H OCEAN
6309,<1H OCEAN
6310,<1H OCEAN
6311,<1H OCEAN
6312,<1H OCEAN
6313,<1H OCEAN
6314,<1H OCEAN
6315,<1H OCEAN
6316,<1H OCEAN
6317,<1H OCEAN
6318,<1H OCEAN
6319,<1H OCEAN
6320,<1H OCEAN
6321,<1H OCEAN
6322,<1H OCEAN
6323,<1H OCEAN
6324,<1H OCEAN
6325,<1H OCEAN
6326,<1H OCEAN
6327,<1H OCEAN
6328,<1H OCEAN
6329,<1H OCEAN
6330,<1H OCEAN
6331,<1H OCEAN
6332,<1H OCEAN
6333,<1H OCEAN
6334,<1H OCEAN
6335,<1H OCEAN
6336,<1H OCEAN
6337,<1H OCEAN
6338,<1H OCEAN
6339,<1H OCEAN
6340,<1H OCEAN
6341,<1H OCEAN
6342,<1H OCEAN
6343,INLAND
6344,INLAND
6345,INLAND
6346,INLAND
6347,INLAND
6348,INLAND
6349,INLAND
6350,INLAND
6351,INLAND
6352,INLAND
6353,INLAND
6354,INLAND
6355,INLAND
6356,INLAND
6357,INLAND
6358,INLAND
6359,INLAND
6360,INLAND
6361,INLAND
6362,INLAND
6363,INLAND
6364,INLAND
6365,INLAND
6366,INLAND
6367,INLAND
6368,INLAND
6369,INLAND
6370,INLAND
6371,INLAND
6372,INLAND
6373,INLAND
6374,INLAND
6375,INLAND
6376,INLAND
6377,INLAND
6378,INLAND
6379,INLAND
6380,INLAND
6381,INLAND
6382,INLAND
6383,INLAND
6384,INLAND
6385,INLAND
6386,INLAND
6387,INLAND
6388,INLAND
6389,INLAND
6390,INLAND
6391,INLAND
6392,INLAND
6393,INLAND
6394,INLAND
6395,INLAND
6396,INLAND
6397,INLAND
6398,INLAND
6399,INLAND
6400,INLAND
6401,INLAND
6402,INLAND
6403,INLAND
6404,INLAND
6405,INLAND
6406,INLAND
6407,INLAND
6408,INLAND
6409,INLAND
6410,INLAND
6411,INLAND
6412,INLAND
6413,INLAND
6414,INLAND
6415,INLAND
6416,INLAND
6417,INLAND
6418,INLAND
6419,INLAND
6420,INLAND
6421,INLAND
6422,INLAND
6423,INLAND
6424,INLAND
6425,INLAND
6426,INLAND
6427,INLAND
6428,INLAND
6429,INLAND
6430,INLAND
6431,INLAND
6432,INLAND
6433,INLAND
6434,INLAND
6435,INLAND
6436,INLAND
6437,INLAND
6438,INLAND
6439,INLAND
6440,INLAND
6441,INLAND
6442,INLAND
6443,INLAND
6444,INLAND
6445,INLAND
6446,INLAND
6447,INLAND
6448,INLAND
6449,INLAND
6450,INLAND
6451,INLAND
6452,INLAND
6453,INLAND
6454,INLAND
6455,INLAND
6456,INLAND
6457,INLAND
6458,INLAND
6459,INLAND
6460,INLAND
6461,INLAND
6462,<1H OCEAN
6463,<1H OCEAN
6464,<1H OCEAN
6465,<1H OCEAN
6466,INLAND
6467,INLAND
6468,INLAND
6469,INLAND
6470,<1H OCEAN
6471,<1H OCEAN
6472,<1H OCEAN
6473,<1H OCEAN
6474,<1H OCEAN
6475,<1H OCEAN
6476,<1H OCEAN
6477,<1H OCEAN
6478,<1H OCEAN
6479,INLAND
6480,<1H OCEAN
6481,INLAND
6482,<1H OCEAN
6483,INLAND
6484,INLAND
6485,INLAND
6486,INLAND
6487,INLAND
6488,INLAND
6489,INLAND
6490,INLAND
6491,INLAND
6492,INLAND
6493,INLAND
6494,INLAND
6495,INLAND
6496,INLAND
6497,INLAND
6498,INLAND
6499,INLAND
6500,INLAND
6501,<1H OCEAN
6502,<1H OCEAN
6503,<1H OCEAN
6504,<1H OCEAN
6505,<1H OCEAN
6506,<1H OCEAN
6507,<1H OCEAN
6508,<1H OCEAN
6509,<1H OCEAN
6510,<1H OCEAN
6511,<1H OCEAN
6512,<1H OCEAN
6513,<1H OCEAN
6514,<1H OCEAN
6515,<1H OCEAN
6516,<1H OCEAN
6517,INLAND
6518,INLAND
6519,INLAND
6520,INLAND
6521,<1H OCEAN
6522,<1H OCEAN
6523,<1H OCEAN
6524,<1H OCEAN
6525,<1H OCEAN
6526,<1H OCEAN
6527,<1H OCEAN
6528,<1H OCEAN
6529,<1H OCEAN
6530,<1H OCEAN
6531,<1H OCEAN
6532,<1H OCEAN
6533,<1H OCEAN
6534,<1H OCEAN
6535,<1H OCEAN
6536,<1H OCEAN
6537,<1H OCEAN
6538,<1H OCEAN
6539,<1H OCEAN
6540,<1H OCEAN
6541,<1H OCEAN
6542,<1H OCEAN
6543,<1H OCEAN
6544,<1H OCEAN
6545,<1H OCEAN
6546,<1H OCEAN
6547,<1H OCEAN
6548,<1H OCEAN
6549,<1H OCEAN
6550,<1H OCEAN
6551,<1H OCEAN
6552,INLAND
6553,INLAND
6554,INLAND
6555,INLAND
6556,INLAND
6557,INLAND
6558,INLAND
6559,INLAND
6560,INLAND
6561,INLAND
6562,INLAND
6563,INLAND
6564,INLAND
6565,INLAND
6566,INLAND
6567,INLAND
6568,INLAND
6569,INLAND
6570,INLAND
6571,INLAND
6572,<1H OCEAN
6573,<1H OCEAN
6574,<1H OCEAN
6575,<1H OCEAN
6576,<1H OCEAN
6577,<1H OCEAN
6578,<1H OCEAN
6579,<1H OCEAN
6580,<1H OCEAN
6581,<1H OCEAN
6582,<1H OCEAN
6583,<1H OCEAN
6584,<1H OCEAN
6585,<1H OCEAN
6586,<1H OCEAN
6587,<1H OCEAN
6588,<1H OCEAN
6589,<1H OCEAN
6590,<1H OCEAN
6591,<1H OCEAN
6592,<1H OCEAN
6593,<1H OCEAN
6594,<1H OCEAN
6595,<1H OCEAN
6596,<1H OCEAN
6597,<1H OCEAN
6598,<1H OCEAN
6599,<1H OCEAN
6600,<1H OCEAN
6601,<1H OCEAN
6602,<1H OCEAN
6603,<1H OCEAN
6604,<1H OCEAN
6605,<1H OCEAN
6606,<1H OCEAN
6607,INLAND
6608,<1H OCEAN
6609,INLAND
6610,<1H OCEAN
6611,INLAND
6612,INLAND
6613,INLAND
6614,INLAND
6615,INLAND
6616,INLAND
6617,INLAND
6618,INLAND
6619,INLAND
6620,INLAND
6621,INLAND
6622,INLAND
6623,<1H OCEAN
6624,<1H OCEAN
6625,<1H OCEAN
6626,<1H OCEAN
6627,<1H OCEAN
6628,<1H OCEAN
6629,<1H OCEAN
6630,<1H OCEAN
6631,<1H OCEAN
6632,<1H OCEAN
6633,<1H OCEAN
6634,<1H OCEAN
6635,<1H OCEAN
6636,<1H OCEAN
6637,<1H OCEAN
6638,<1H OCEAN
6639,<1H OCEAN
6640,<1H OCEAN
6641,<1H OCEAN
6642,<1H OCEAN
6643,<1H OCEAN
6644,<1H OCEAN
6645,<1H OCEAN
6646,<1H OCEAN
6647,<1H OCEAN
6648,<1H OCEAN
6649,<1H OCEAN
6650,<1H OCEAN
6651,<1H OCEAN
6652,<1H OCEAN
6653,<1H OCEAN
6654,<1H OCEAN
6655,<1H OCEAN
6656,<1H OCEAN
6657,<1H OCEAN
6658,<1H OCEAN
6659,<1H OCEAN
6660,<1H OCEAN
6661,<1H OCEAN
6662,INLAND
6663,<1H OCEAN
6664,<1H OCEAN
6665,<1H OCEAN
6666,INLAND
6667,INLAND
6668,INLAND
6669,INLAND
6670,INLAND
6671,INLAND
6672,INLAND
6673,<1H OCEAN
6674,<1H OCEAN
6675,<1H OCEAN
6676,<1H OCEAN
6677,INLAND
6678,INLAND
6679,INLAND
6680,INLAND
6681,INLAND
6682,INLAND
6683,INLAND
6684,INLAND
6685,INLAND
6686,INLAND
6687,INLAND
6688,INLAND
6689,INLAND
6690,INLAND
6691,INLAND
6692,INLAND
6693,INLAND
6694,INLAND
6695,INLAND
6696,INLAND
6697,<1H OCEAN
6698,<1H OCEAN
6699,<1H OCEAN
6700,<1H OCEAN
6701,<1H OCEAN
6702,<1H OCEAN
6703,<1H OCEAN
6704,<1H OCEAN
6705,<1H OCEAN
6706,<1H OCEAN
6707,<1H OCEAN
6708,<1H OCEAN
6709,<1H OCEAN
6710,<1H OCEAN
6711,<1H OCEAN
6712,<1H OCEAN
6713,<1H OCEAN
6714,<1H OCEAN
6715,<1H OCEAN
6716,<1H OCEAN
6717,<1H OCEAN
6718,<1H OCEAN
6719,<1H OCEAN
6720,<1H OCEAN
6721,<1H OCEAN
6722,<1H OCEAN
6723,<1H OCEAN
6724,<1H OCEAN
6725,<1H OCEAN
6726,<1H OCEAN
6727,<1H OCEAN
6728,<1H OCEAN
6729,<1H OCEAN
6730,<1H OCEAN
6731,<1H OCEAN
6732,<1H OCEAN
6733,<1H OCEAN
6734,<1H OCEAN
6735,<1H OCEAN
6736,<1H OCEAN
6737,<1H OCEAN
6738,INLAND
6739,<1H OCEAN
6740,<1H OCEAN
6741,<1H OCEAN
6742,INLAND
6743,INLAND
6744,INLAND
6745,INLAND
6746,<1H OCEAN
6747,<1H OCEAN
6748,<1H OCEAN
6749,<1H OCEAN
6750,<1H OCEAN
6751,<1H OCEAN
6752,<1H OCEAN
6753,<1H OCEAN
6754,<1H OCEAN
6755,<1H OCEAN
6756,<1H OCEAN
6757,<1H OCEAN
6758,<1H OCEAN
6759,<1H OCEAN
6760,<1H OCEAN
6761,<1H OCEAN
6762,<1H OCEAN
6763,<1H OCEAN
6764,<1H OCEAN
6765,<1H OCEAN
6766,<1H OCEAN
6767,<1H OCEAN
6768,<1H OCEAN
6769,<1H OCEAN
6770,<1H OCEAN
6771,<1H OCEAN
6772,<1H OCEAN
6773,<1H OCEAN
6774,<1H OCEAN
6775,<1H OCEAN
6776,<1H OCEAN
6777,<1H OCEAN
6778,<1H OCEAN
6779,<1H OCEAN
6780,<1H OCEAN
6781,<1H OCEAN
6782,<1H OCEAN
6783,<1H OCEAN
6784,<1H OCEAN
6785,<1H OCEAN
6786,<1H OCEAN
6787,<1H OCEAN
6788,<1H OCEAN
6789,<1H OCEAN
6790,<1H OCEAN
6791,<1H OCEAN
6792,<1H OCEAN
6793,<1H OCEAN
6794,<1H OCEAN
6795,<1H OCEAN
6796,<1H OCEAN
6797,<1H OCEAN
6798,<1H OCEAN
6799,<1H OCEAN
6800,<1H OCEAN
6801,<1H OCEAN
6802,<1H OCEAN
6803,<1H OCEAN
6804,<1H OCEAN
6805,<1H OCEAN
6806,<1H OCEAN
6807,<1H OCEAN
6808,<1H OCEAN
6809,<1H OCEAN
6810,<1H OCEAN
6811,<1H OCEAN
6812,<1H OCEAN
6813,<1H OCEAN
6814,<1H OCEAN
6815,<1H OCEAN
6816,<1H OCEAN
6817,<1H OCEAN
6818,<1H OCEAN
6819,<1H OCEAN
6820,<1H OCEAN
6821,<1H OCEAN
6822,<1H OCEAN
6823,<1H OCEAN
6824,<1H OCEAN
6825,<1H OCEAN
6826,<1H OCEAN
6827,<1H OCEAN
6828,<1H OCEAN
6829,<1H OCEAN
6830,<1H OCEAN
6831,<1H OCEAN
6832,<1H OCEAN
6833,<1H OCEAN
6834,<1H OCEAN
6835,<1H OCEAN
6836,<1H OCEAN
6837,<1H OCEAN
6838,<1H OCEAN
6839,<1H OCEAN
6840,<1H OCEAN
6841,<1H OCEAN
6842,<1H OCEAN
6843,<1H OCEAN
6844,<1H OCEAN
6845,<1H OCEAN
6846,<1H OCEAN
6847,<1H OCEAN
6848,<1H OCEAN
6849,<1H OCEAN
6850,<1H OCEAN
6851,<1H OCEAN
6852,<1H OCEAN
6853,<1H OCEAN
6854,<1H OCEAN
6855,<1H OCEAN
6856,<1H OCEAN
6857,<1H OCEAN
6858,<1H OCEAN
6859,<1H OCEAN
6860,<1H OCEAN
6861,<1H OCEAN
6862,<1H OCEAN
6863,<1H OCEAN
6864,<1H OCEAN
6865,<1H OCEAN
6866,<1H OCEAN
6867,<1H OCEAN
6868,<1H OCEAN
6869,<1H OCEAN
6870,<1H OCEAN
6871,<1H OCEAN
6872,<1H OCEAN
6873,<1H OCEAN
6874,<1H OCEAN
6875,<1H OCEAN
6876,<1H OCEAN
6877,<1H OCEAN
6878,<1H OCEAN
6879,<1H OCEAN
6880,<1H OCEAN
6881,<1H OCEAN
6882,<1H OCEAN
6883,<1H OCEAN
6884,<1H OCEAN
6885,<1H OCEAN
6886,<1H OCEAN
6887,<1H OCEAN
6888,<1H OCEAN
6889,<1H OCEAN
6890,<1H OCEAN
6891,<1H OCEAN
6892,<1H OCEAN
6893,<1H OCEAN
6894,<1H OCEAN
6895,<1H OCEAN
6896,<1H OCEAN
6897,<1H OCEAN
6898,<1H OCEAN
6899,<1H OCEAN
6900,<1H OCEAN
6901,<1H OCEAN
6902,<1H OCEAN
6903,<1H OCEAN
6904,<1H OCEAN
6905,<1H OCEAN
6906,<1H OCEAN
6907,<1H OCEAN
6908,<1H OCEAN
6909,<1H OCEAN
6910,<1H OCEAN
6911,<1H OCEAN
6912,<1H OCEAN
6913,<1H OCEAN
6914,<1H OCEAN
6915,<1H OCEAN
6916,<1H OCEAN
6917,<1H OCEAN
6918,<1H OCEAN
6919,<1H OCEAN
6920,<1H OCEAN
6921,<1H OCEAN
6922,<1H OCEAN
6923,<1H OCEAN
6924,<1H OCEAN
6925,<1H OCEAN
6926,<1H OCEAN
6927,<1H OCEAN
6928,<1H OCEAN
6929,<1H OCEAN
6930,<1H OCEAN
6931,<1H OCEAN
6932,<1H OCEAN
6933,<1H OCEAN
6934,<1H OCEAN
6935,<1H OCEAN
6936,<1H OCEAN
6937,<1H OCEAN
6938,<1H OCEAN
6939,<1H OCEAN
6940,<1H OCEAN
6941,<1H OCEAN
6942,<1H OCEAN
6943,<1H OCEAN
6944,<1H OCEAN
6945,<1H OCEAN
6946,<1H OCEAN
6947,<1H OCEAN
6948,<1H OCEAN
6949,<1H OCEAN
6950,<1H OCEAN
6951,<1H OCEAN
6952,<1H OCEAN
6953,<1H OCEAN
6954,<1H OCEAN
6955,<1H OCEAN
6956,<1H OCEAN
6957,<1H OCEAN
6958,<1H OCEAN
6959,<1H OCEAN
6960,<1H OCEAN
6961,<1H OCEAN
6962,<1H OCEAN
6963,<1H OCEAN
6964,<1H OCEAN
6965,<1H OCEAN
6966,<1H OCEAN
6967,<1H OCEAN
6968,<1H OCEAN
6969,<1H OCEAN
6970,<1H OCEAN
6971,<1H OCEAN
6972,<1H OCEAN
6973,<1H OCEAN
6974,<1H OCEAN
6975,<1H OCEAN
6976,<1H OCEAN
6977,<1H OCEAN
6978,<1H OCEAN
6979,<1H OCEAN
6980,<1H OCEAN
6981,<1H OCEAN
6982,<1H OCEAN
6983,<1H OCEAN
6984,<1H OCEAN
6985,<1H OCEAN
6986,<1H OCEAN
6987,<1H OCEAN
6988,<1H OCEAN
6989,<1H OCEAN
6990,<1H OCEAN
6991,<1H OCEAN
6992,<1H OCEAN
6993,<1H OCEAN
6994,<1H OCEAN
6995,<1H OCEAN
6996,<1H OCEAN
6997,<1H OCEAN
6998,<1H OCEAN
6999,<1H OCEAN
7000,<1H OCEAN
7001,<1H OCEAN
7002,<1H OCEAN
7003,<1H OCEAN
7004,<1H OCEAN
7005,<1H OCEAN
7006,<1H OCEAN
7007,<1H OCEAN
7008,<1H OCEAN
7009,<1H OCEAN
7010,<1H OCEAN
7011,<1H OCEAN
7012,<1H OCEAN
7013,<1H OCEAN
7014,<1H OCEAN
7015,<1H OCEAN
7016,<1H OCEAN
7017,<1H OCEAN
7018,<1H OCEAN
7019,<1H OCEAN
7020,<1H OCEAN
7021,<1H OCEAN
7022,<1H OCEAN
7023,<1H OCEAN
7024,<1H OCEAN
7025,<1H OCEAN
7026,<1H OCEAN
7027,<1H OCEAN
7028,<1H OCEAN
7029,<1H OCEAN
7030,<1H OCEAN
7031,<1H OCEAN
7032,<1H OCEAN
7033,<1H OCEAN
7034,<1H OCEAN
7035,<1H OCEAN
7036,<1H OCEAN
7037,<1H OCEAN
7038,<1H OCEAN
7039,<1H OCEAN
7040,<1H OCEAN
7041,<1H OCEAN
7042,<1H OCEAN
7043,<1H OCEAN
7044,<1H OCEAN
7045,<1H OCEAN
7046,<1H OCEAN
7047,<1H OCEAN
7048,<1H OCEAN
7049,<1H OCEAN
7050,<1H OCEAN
7051,<1H OCEAN
7052,<1H OCEAN
7053,<1H OCEAN
7054,<1H OCEAN
7055,<1H OCEAN
7056,<1H OCEAN
7057,<1H OCEAN
7058,<1H OCEAN
7059,<1H OCEAN
7060,<1H OCEAN
7061,<1H OCEAN
7062,<1H OCEAN
7063,<1H OCEAN
7064,<1H OCEAN
7065,<1H OCEAN
7066,<1H OCEAN
7067,<1H OCEAN
7068,<1H OCEAN
7069,<1H OCEAN
7070,<1H OCEAN
7071,<1H OCEAN
7072,<1H OCEAN
7073,<1H OCEAN
7074,<1H OCEAN
7075,<1H OCEAN
7076,<1H OCEAN
7077,<1H OCEAN
7078,<1H OCEAN
7079,<1H OCEAN
7080,<1H OCEAN
7081,<1H OCEAN
7082,<1H OCEAN
7083,<1H OCEAN
7084,<1H OCEAN
7085,<1H OCEAN
7086,<1H OCEAN
7087,<1H OCEAN
7088,<1H OCEAN
7089,<1H OCEAN
7090,<1H OCEAN
7091,<1H OCEAN
7092,<1H OCEAN
7093,<1H OCEAN
7094,<1H OCEAN
7095,<1H OCEAN
7096,<1H OCEAN
7097,<1H OCEAN
7098,<1H OCEAN
7099,<1H OCEAN
7100,<1H OCEAN
7101,<1H OCEAN
7102,<1H OCEAN
7103,<1H OCEAN
7104,<1H OCEAN
7105,<1H OCEAN
7106,<1H OCEAN
7107,<1H OCEAN
7108,<1H OCEAN
7109,<1H OCEAN
7110,<1H OCEAN
7111,<1H OCEAN
7112,<1H OCEAN
7113,<1H OCEAN
7114,<1H OCEAN
7115,<1H OCEAN
7116,<1H OCEAN
7117,<1H OCEAN
7118,<1H OCEAN
7119,<1H OCEAN
7120,<1H OCEAN
7121,<1H OCEAN
7122,<1H OCEAN
7123,<1H OCEAN
